Matrix size,Matrix type,Procedure Type,Frobenius Norm,Infinity Norm,One Norm
32,ill-conditioned,Modified,25.1382021945852081,134.6534833815023546,27.9362674193474696
32,well-conditioned,Classic,8.0000000000000000,0.0000000000000072,0.0000000000000046
1024,sparse,Classic,113.7462524868401061,3218.1341996813689548,910.3443409898915206
4096,sparse,Modified,425.7404105127872640,26470.1238146180512558,4102.2580540670342089
256,well-conditioned,Classic,nan,nan,0.0000000000000000
256,sparse,Modified,47.8969537304127826,655.1537066228236199,252.0467788806300860
2048,well-conditioned,Modified,1921.6594198588093150,86915.9208591277129017,2120.0362544235144924
4096,dense,Modified,3079.5338255543915693,196996.8859928831225261,4097.7348397102314266
16,sparse,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
4,dense,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
64,well-conditioned,Classic,nan,nan,1.0000000000000002
4,dense,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
64,dense,Modified,49.3403317047972294,383.3607685117552819,58.8739399335715063
16,well-conditioned,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
16,sparse,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
512,well-conditioned,Modified,449.6962713812815196,10149.3480606257344334,538.0115421368336683
512,ill-conditioned,Classic,61.2783814905552759,1147.6677158260265514,421.3992539349033564
4,ill-conditioned,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
4,well-conditioned,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
64,ill-conditioned,Modified,50.1108573238980171,389.6533815213520029,60.9770839708762296
128,ill-conditioned,Modified,100.1434808575361330,1116.8507380712683243,126.4213660782326372
256,ill-conditioned,Classic,34.6884861574456522,411.8771669650475360,186.0434287213389268
128,well-conditioned,Classic,nan,nan,0.0000000000000000
64,dense,Classic,13.5268841297185904,58.5216370590842629,24.4092443843844933
16,ill-conditioned,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
256,sparse,Classic,35.4676573853527088,419.8672531597568991,187.5019396631613233
512,ill-conditioned,Modified,390.6938506318608688,8807.8015248798892571,512.4981189633367649
512,well-conditioned,Classic,nan,nan,0.0000000000000000
4,sparse,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
16,well-conditioned,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
128,dense,Classic,21.2182812929749929,155.2384676448355663,74.8593278244378553
128,ill-conditioned,Classic,21.1241122805224144,153.3258513737355599,76.9364230666935640
1024,well-conditioned,Modified,961.7231270587116114,30740.8876062915333023,1060.0180843044167887
4,well-conditioned,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
64,ill-conditioned,Classic,13.2372454664423458,54.2912364370577052,24.1760998529040236
1024,ill-conditioned,Modified,781.6016606694228130,24965.9946977394829446,1025.2520375478752612
16,dense,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
1024,dense,Modified,773.9154295989902721,24719.1649405178941379,1025.1594983908369159
4096,well-conditioned,Modified,3841.5867915847461518,245793.0162900744471699,4240.0727476272450076
4,sparse,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
32,sparse,Modified,nan,nan,0.0000000000000000
128,sparse,Classic,21.3535656730998298,150.8065890982631743,75.4704783008809130
128,well-conditioned,Modified,67.8433652638710214,744.2974652904078994,122.3769863157347118
256,ill-conditioned,Modified,195.3268181629848073,3102.8140391687848023,255.1162986354501072
256,dense,Modified,193.4672464099939191,3072.8089180161182412,255.0237174676236123
16,ill-conditioned,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
1024,sparse,Modified,171.5819030069574751,5202.5866122597553840,1032.1784246116235408
64,sparse,Modified,15.3087694702658030,76.5674624521560787,46.8801788650436038
512,sparse,Classic,62.1624511468341581,1152.5311292672558920,424.3587850082432169
512,dense,Modified,387.0901718560141376,8726.1041700767873408,512.2295071309679315
16,dense,Classic,0.0000000000000000,0.0000000000000000,0.0000000000000000
2048,dense,Modified,1544.6305443359888159,69836.1448838984506438,2050.5067776753407998
32,dense,Modified,24.8615214103783977,133.1084732156766108,26.5646943042685066
512,dense,Classic,60.7809940307604464,1135.8507044720236081,421.0252526788803493
128,sparse,Modified,26.9206977184783511,220.1305336089582170,119.7844193319662907
64,sparse,Classic,13.4719942086327364,55.0490094207289786,28.3105129190176967
32,ill-conditioned,Classic,8.0000000000000000,0.0000000000000671,0.0000000000000237
32,well-conditioned,Modified,8.1795506781167369,5.5643128753645188,0.9996800960009935
4096,ill-conditioned,Modified,3109.6339127046353497,198924.6928312392265070,4097.6885379327068222
256,dense,Classic,34.5244881936094217,406.6431584271819020,185.8975245594170076
256,well-conditioned,Modified,193.9237305021088105,3080.9709188813753826,268.6354233352003007
32,sparse,Classic,nan,nan,0.0000000000000000
512,sparse,Modified,90.1870345326965577,1847.6148106707164516,518.5310379771276530
4,ill-conditioned,Modified,0.0000000000000000,0.0000000000000000,0.0000000000000000
32,dense,Classic,8.0000000000000000,0.0000000000000308,0.0000000000000109
2048,ill-conditioned,Modified,1559.5999749142063138,70514.3271691939880839,2050.1028081833578653
2048,sparse,Modified,263.6086289685107431,11434.7144199190297513,2058.5892495324956144
128,dense,Modified,99.6788784443052123,1111.4194132772061039,126.4708759478714342
64,well-conditioned,Modified,19.5379767141628555,110.0248681875289378,30.6282970857633892
1024,well-conditioned,Classic,nan,nan,0.0000000000000000
1024,dense,Classic,112.7230462080299418,3195.4537382283310762,908.0460520042646522
