Matrix size,Matrix type,Procedure Type,Frobenius Norm,Infinity Norm,One Norm
1024,dense,Classic,59.9847507598208054,1246.9287898272839357,592.3138014376463616
16,dense,Classic,7.5142410274374889,18.9154132170053515,9.0305198641540319
64,well-conditioned,Classic,nan,nan,inf
64,ill-conditioned,Modified,50.1342283788453429,390.1230125546301224,63.0833061746627450
256,well-conditioned,Classic,nan,nan,inf
128,sparse,Modified,27.1255911109139127,230.5411596034019226,119.1582834945893694
32,well-conditioned,Classic,nan,nan,0.0000000000000000
4,sparse,Classic,nan,nan,0.0000000000000000
512,sparse,Modified,61.9050731577546216,1178.4010174211286994,465.8296855781127306
32,dense,Modified,26.3532796575653236,141.2152243842497512,32.0214257033547156
16,sparse,Classic,nan,nan,0.0000000000000000
256,ill-conditioned,Classic,29.8337279931350423,306.7987544435131895,148.9763040286038631
512,sparse,Classic,42.4165211704267406,618.4985205793374234,296.9221536625641420
32,dense,Classic,10.5098439386834173,36.6713385339792950,18.6138252011121814
4,ill-conditioned,Modified,3.8807458584319074,5.1610388679691201,3.4208363990355815
4,well-conditioned,Classic,2.8284271247461903,0.0000000000000002,0.0000000000000002
4,sparse,Modified,nan,nan,0.0000000000000000
128,sparse,Classic,21.5431192887078318,155.2098961545658540,76.9001535835467109
128,well-conditioned,Classic,nan,nan,inf
4,dense,Modified,4.0832113842078375,5.8104356106203241,3.7114447367817665
16,well-conditioned,Modified,10.4406165915577098,34.6507845754220867,15.2970456615535255
16,dense,Modified,13.7172955464704174,49.3619845413853824,16.1557294955900161
16,sparse,Modified,nan,nan,6.0182526142234911
1024,well-conditioned,Classic,nan,nan,2.9882736666869292
4,ill-conditioned,Classic,2.8284271247461898,0.0000000000000044,0.0000000000000031
512,ill-conditioned,Classic,42.3221579066615945,619.9768301852201375,296.3119126134958492
512,well-conditioned,Modified,265.8992532607043131,5961.9915157485193049,489.5103546562434076
32,ill-conditioned,Modified,26.1216955921552767,140.0350778291864913,32.0358609093454945
16,ill-conditioned,Classic,7.5540179268019738,19.2921552570376740,10.6288376196931367
128,ill-conditioned,Modified,98.3375753743825669,1096.7007521249831825,126.0377338937820042
1024,dense,Modified,770.5032459483613820,24609.9987583500187611,999.7445627224672080
1024,sparse,Modified,101.5753384183832679,2883.5163144919602018,926.4932141469646467
256,ill-conditioned,Modified,195.2352875791613656,3100.7779360892754994,251.7311411348832451
256,sparse,Classic,30.1635616480111430,310.8871514380537633,150.9432088151501432
32,sparse,Modified,nan,nan,26.2625496167693271
64,ill-conditioned,Classic,14.8632502734714578,75.6606877806103881,37.8029199328536478
64,sparse,Modified,19.1055210207770791,107.1839609887065876,62.1711345334248904
128,well-conditioned,Modified,67.9319711541957787,745.1427361036002139,122.3768456677977099
512,dense,Modified,386.1081190083297656,8704.5563599456363590,500.6702285949386919
256,dense,Modified,193.2377592637315331,3068.7847693721641917,251.2744884892597099
1024,well-conditioned,Modified,530.5507455626939191,16885.7108462808246259,979.0256326847503487
16,well-conditioned,Classic,nan,nan,0.0000000000000000
1024,ill-conditioned,Modified,778.0086941224139991,24850.8674315046264383,1000.5159230672688864
512,ill-conditioned,Modified,389.7542266171692518,8787.2717002713143302,501.4402709492127315
32,sparse,Classic,nan,nan,0.0000000000000000
512,dense,Classic,42.3687436521635803,621.5717952220198868,297.1708954691475242
128,ill-conditioned,Classic,21.1084669119559827,153.0760761314005549,74.9144331155865615
64,sparse,Classic,15.6258711365410683,79.3275869859780727,41.5993518232683215
64,dense,Modified,49.6998995903076235,386.5658053038756634,62.8706132913569533
512,well-conditioned,Classic,nan,nan,inf
256,dense,Classic,29.8669395503667019,307.7311074175810290,147.6001872172297453
16,ill-conditioned,Modified,14.5301847351382278,52.9321162039524467,16.4817397789100291
32,ill-conditioned,Classic,10.8188354523752377,38.9043713461593441,19.5311098844825644
64,dense,Classic,14.9822762415779138,76.6442443968618932,38.0574481923886481
64,well-conditioned,Modified,35.0834578275248603,264.7451230433563296,61.1883140125265328
128,dense,Modified,97.5046738926898797,1087.2102716079182301,126.1540378807659692
32,well-conditioned,Modified,18.6853240487277823,94.9288888049946138,30.5941185304452326
1024,sparse,Classic,60.0960032057997111,1246.1068501697964166,592.6956741362293997
4,well-conditioned,Modified,3.2015480634686684,1.7319468857906450,0.9999600008000120
4,dense,Classic,2.8284271247461903,0.0000000000000007,0.0000000000000004
256,well-conditioned,Modified,133.8142479965477776,2106.0160270216665594,244.7543068848396786
256,sparse,Modified,39.6693269764674028,504.1599955772297221,233.8454212374320775
128,dense,Classic,21.1156003860402173,153.2396713600803935,73.2788336181556872
